id;class;avg;sentence;particle;verb;all;objcase;objanimacy;objabs;subjcase;subjabs;nounsabs;subjanimacy;casegovernment
261;non-literal;4;'uus autotee ei lahendama liiklusprobleem vaid tõmbama veel rohkem liiklus juurde';juurde;tõmbama;3,21;part;no;7,31;nom;7,23;6,13;no;0
262;non-literal;4;'haldna sõna olema taoline kiirlaskumine välja mõtlema televisioon huvi et ala sponsor juurde tõmbama';juurde;tõmbama;3,56;part;yes;4,47;nosubj;0;4,7;0;0
263;non-literal;4;'vajadus korral võima olümpiakomitee moodustama eraldi sihtasutus või fond kuhu saama juurde tõmbama ka eraettevõte raha';juurde;tõmbama;3,26;part;no;7,52;nosubj;0;4,18;0;0
264;non-literal;4;'põhikool säilimine olema vaja laps juurde tõmbama';juurde;tõmbama;3,73;part;yes;762;nosubj;0;5,7;0;0
265;non-literal;4;'üks pool olema soovitav sinna teadlikult tõmbama juurde eestlane';juurde;tõmbama;3,09;part;yes;5,74;nosubj;0;5,74;yes;0
266;literal;2;'pärast pressikonverents ei laskma kaitseminister mina minema vaid tõmbama juurde et sina saama üheskoos mina kinnitama et kaitseminister ja kaitsevägi juhataja vahel ei hõõguma tüli';juurde;tõmbama;3,15;part;yes;1,91;nom;7,06;5,85;yes;0
267;literal;2;'alumine korrus olema lõikama rida aken juurde ja see muutma endine riietehoid hubane baariruum';juurde;lõikama;4,56;part;no;9,15;nosubj;0;7,77;0;0
268;non-literal;4;'kui rattatee ei tahtma ära mahtuma lõikama maa juurde sõidutee';juurde;lõikama;3,49;part;no;5,43;nosubj;0;6,62;0;0
269;non-literal;4;'eesti lõikama juurde ja õmblema umbes kolmandik kogu ettevõte toodang ülejäänu valmima venemaa';juurde;lõikama;3,36;nom;no;4,55;nosubj;0;3,54;0;0
270;non-literal;4;'kogu pahandus algama tegelikult see et stahl krunt tahtma esimene variant järgi juurde lõikama tükk kadriorg park';juurde;lõikama;3,86;nom;no;7,51;nosubj;0;6,24;0;0
271;non-literal;5;'hukkunu omaksed häirima et metsamaa näima õnnetus abil kuulsus vaid juurde lõikama';juurde;lõikama;2,82;part;no;1,41;nom;4,86;4,13;yes;0
280;non-literal;4,33;'et mõistma see saladus pidama sina kõigepealt vaatama järele oma sünniaast vastav märk';järele;vaatama;2,29;gen;no;4,97;nom;3,02;3,71;yes;0
281;non-literal;4,33;'vaatama uskumatus järele ja tema olema õigus';järele;vaatama;1,95;noobj;0;0;nom;1,91;1,12;yes;0
282;non-literal;4,33;'ametnik ei viitsima järele vaatama mismoodi nägema välja korter mis lastekodupoiss kodu pakkuma';järele;vaatama;3,56;noobj;0;0;nom;7,14;7,34;yes;0
283;non-literal;4;'vaja minema ja ise järele vaatama kas maailm olema ikka ümmargune';järele;vaatama;2,93;noobj;0;0;nosubj;0;7,19;0;0
284;literal;1;'jah ega see inimene vahtima ju päris pikk aeg järele kui autorool naine olema';järele;vahtima;3,05;noobj;0;0;nom;6,18;6,27;yes;0
289;literal;1;'mulle meeldima et mina tänav ära ei tundma ja järele ei vahtima';järele;vahtima;2,39;noobj;0;0;nosubj;0;7,82;no;0
290;literal;1;'siis olema mis mees daam mööduma pea pöörama järele vahtima';järele;vahtima;3,46;part;no;1,14;nosubj;0;7,45;0;0
292;literal;1;'enam vist ju ei jääma inimene tänav ammuli sui järele vahtima';järele;vahtima;3,56;noobj;0;0;nom;6,18;7;yes;0
294;non-literal;4,33;'jah mina laskma roosi sadulavöö paar auk võrra järele';järele;laskma;3,32;gen;no;0;nom;1,91;4,82;yes;0
295;non-literal;3,33;'minema pikalt ette siis laskma jälle vastane järele';järele;laskma;2,13;nom;yes;3,22;nom;1,91;3,22;yes;0
296;non-literal;3,33;'kõigest päev pärast see kui palju europüüdleja kergendatult püksirihm järele laskma tegi kreeka ehmatav käik';järele;laskma;3,21;gen;no;6,46;nom;2,55;6,53;yes;0
297;non-literal;4;'võima küll mõtlema et ei laskma vastane järele aga tegelikult ei pruukima see õnnestume';järele;laskma;1,59;part;yes;3,22;nom;3,02;3,22;yes;0
298;non-literal;3,33;'äkki jõudma külaline geimpall aga võõrustaja laskma järele';järele;laskma;3,73;nom;yes;6,66;nosubj;0;5,96;0;0
299;non-literal;3,67;'ujumine tajuma taipama rumalam juht gaasipedaal iga juht järele laskma';järele;laskma;3,78;part;no;6,12;nom;6,17;6,65;yes;0
300;literal;1,33;'kui tema rand lahti laskma siis andma ikka järele kihutama';järele;kihutama;3,15;noobj;0;0;nosubj;0;5,87;0;0
308;non-literal;4,67;'otsustama enne seksuaalsuhe alustamine järele kuulama kuidas see asi kõige õigemini ajama';järele;kuulama;2,47;noobj;0;0;nosubj;0;3,7;yes;0
309;non-literal;4,33;'kuulama ka järele kes peaks aitama ja kus';järele;kuulama;1,82;noobj;0;0;nom;1,91;0;yes;0
310;non-literal;4,33;'vello lattik olema rahva hulgas ringi liikuma ja järele kuulama et eurovärk inimene nii väga ei vaimustama';järele;kuulama;3,18;noobj;0;0;nom;6,52;5,57;yes;0
311;non-literal;4,67;'kõik öömaja tulija nimi edastama lastekaitsja kes siis probleem lähemalt tegelema ning ka kool järele kuulama kui korralikult laps koolikohustus täitma';järele;kuulama;3,4;noobj;0;0;nom;1,42;5,97;yes;0
312;non-literal;4,67;'suurem osa linnarahvas hakkama aegsasti sugulane ja tuttav käest järele kuulama ega keegi kartul müüma pakkuma';järele;kuulama;3,26;noobj;0;0;nom;6,25;5,96;yes;0
313;non-literal;4,67;'pidama järele kuulama äkki olema tallinn linnapea robert lepikson asi tartu poole';järele;kuulama;3,59;noobj;0;0;nosubj;0;5,42;yes;0
314;non-literal;4,67;'esimene maja kuulama kõigepealt järele kus elama see kant pärit vana inimene';järele;kuulama;3,36;noobj;0;0;nom;1,91;6,89;yes;0
315;non-literal;4,67;'enne kui sina järele kuulama ära laitma mitte see mööda kuidas sina kuulma arvama enne hästi ja siis ütlema';järele;kuulama;2,15;noobj;0;0;nom;3,02;0;yes;0
319;non-literal;3,67;'hakkama oma programm lõpp tegelikult elu viima mitte ainult kiitma järele see mis isamaaliit ja reformierakond eest tegema';järele;kiitma;2,2;part;no;2,13;nosubj;0;3,86;0;0
320;non-literal;3,67;'õige mees olema siis kui kiitma järele see et porgy ja bess mängimine lõhkuma tõrva maha äsja remonditud bussijaam';järele;kiitma;3,47;part;no;2,13;nom;3,02;6,46;yes;0
321;non-literal;4;'poiss hakkama üha sagedamini sünnipäevaline laud tantsunumber kaasa tõmbama';kaasa;tõmbama;4,26;part;no;9,05;nom;7,25;6,85;yes;0
322;non-literal;4;'probleem tekkimine korral olema tähtis õpetaja kaasa tõmbama';kaasa;tõmbama;2,85;nom;yes;7,38;nosubj;0;4,02;0;0
323;literal;0,67;'kell seitse paiku purunema tramm tagumine vagun ratas keerama ise põiki ja sõitma rööbas välja tõmbama kaasa ka tramm keskosa';kaasa;tõmbama;5,76;gen;no;4,22;nom;8,07;7,81;no;0
324;literal;0,67;'põhjaminev laev tõmbama tema külgnev väike laev nagunii kaasa';kaasa;tõmbama;4;gen;no;8,6;nom;8,6;8,6;no;0
326;literal;0;'olukord võima võrdlema rong mis vedur olema asuma ülesmägi ja esimene vagun juba kaasa tõmbama';kaasa;tõmbama;3,82;nom;no;8,68;nom;8,06;8,47;no;0
329;non-literal;4,33;'veel varem tõmbama tema filharmoonia kammerkoor ja epp kokamäe kaasa avantüristlik tantsuetendus';kaasa;tõmbama;3,84;gen;yes;6,15;nom;3,27;6,14;yes;0
331;non-literal;4,33;'seltskonnamelu tõmbama sina kaasa nagu magnet';kaasa;tõmbama;3,78;part;yes;7,92;nom;0;7,92;no;0
333;non-literal;4,33;'kunst kõrval tõmbama kaasa uus ala eelkõige disain ja arhitektuur';kaasa;tõmbama;3,38;part;no;4,87;nosubj;0;4,83;0;0
334;non-literal;5;'söögitegemine oskus olema kaasa sündima rahvuslik eripära muhelema tema oma must vunts alt';kaasa;sündima;3,73;noobj;0;0;nom;4,44;4,71;no;0
335;non-literal;5;'iseloomuomadus sündima tõug kaasa nagu saba pikkus';kaasa;sündima;3,69;noobj;0;0;nom;1,39;4,34;no;0
336;non-literal;5;'ilus ja terve küüs ei olema kaasa sündima see tulema õige hooldus';kaasa;sündima;2,98;noobj;0;0;nom;7,48;6,01;no;0
337;non-literal;5;'haigus võima olla ka kaasa sündima';kaasa;sündima;2,9;noobj;0;0;nom;4,46;4,46;no;0
338;non-literal;5;'suunataju ja seitsmes meel pidama olema kaasa sündima see välja arendama ei andma';kaasa;sündima;2,49;noobj;0;0;nom;1,99;1,99;no;0
339;non-literal;5;'siinkohal tekkima küsimus kas hea tahe olema olemas iseenesest kas see olema kuidagi kaasa sündima';kaasa;sündima;1,7;noobj;0;0;nom;1,24;1,24;no;0
340;non-literal;5;'teadlane oletama et 30-40 protsent see kuidas inimene stress reageerima olema kaasa sündima';kaasa;sündima;3,01;noobj;0;0;nosubj;0;4,68;no;0
341;non-literal;5;'pealegi olema eeldus see mina kaasa sündima kuid milline konkreetne vorm võtma usund see sõltuma kultuur';kaasa;sündima;2,39;noobj;0;0;nom;1,42;3,42;no;0
342;non-literal;4;'veenus olema planeet mis muutma sina tunne heitlik ning tooma ajuti kaasa ebaõnnestumine selstkondlik elu';kaasa;tooma;2,56;part;no;1,29;nom;7,37;4,51;no;0
343;non-literal;4;'spetsialiseerumine tooma kaasa tootmine efektiivsus kasv';kaasa;tooma;2,82;gen;no;3,75;nom;3,28;2,85;no;0
346;non-literal;4,33;'nädalavahetus tooma kaasa jõuline nostalgiline meeleolu';kaasa;tooma;2,7;gen;no;1,54;nom;6,11;3,82;no;0
347;non-literal;4,33;'valge bmw rentimine tooma kaasa kahtlustus ametiseisund kuritarvitamine';kaasa;tooma;3,27;gen;no;1,22;nom;2,45;1,83;no;0
348;non-literal;4,33;'vahepealne aasta olema kaasa tooma ka napoleon kujutav ilukirjanduslik toes avaldamine';kaasa;tooma;3,03;gen;no;1,82;nom;3,56;4,39;no;0
349;non-literal;4,33;'hämarus tänav tooma kaasa elav muusika kelder';kaasa;tooma;4,72;gen;no;6,89;nom;2,51;6,31;no;0
350;non-literal;4,33;'prostitutsioon lõplik legaliseerimine tooma kaasa maksu laekumine kuritegevus vähenemine ja andma prostituut sotsiaalne garantii oma tööandja vastu';kaasa;tooma;3,1;gen;no;2,99;nom;2,34;4,28;no;0
352;non-literal;4,33;'toompea pidama nüüd kinni maksma see mis kunagi maksma moskva';kinni;maksma;2,64;gen;no;2,13;nom;5,58;5,08;no;0
353;non-literal;4,33;'kuni see maksma haigekassa ravim kinni selgitama lambot';kinni;maksma;3,6;gen;no;6,1;nom;4,39;5,24;no;0
354;non-literal;4,67;'tehaserajaja kinni makstud looduskaitsja abi püüdma tume päriselanik selge tegema milline munasjutuline õnn laskuma eestimaa';kinni;maksma;3,43;noobj;0;0;nosubj;0;4,43;0;0
355;non-literal;4,33;'keegi pidama ju altkäemaks kinni maksma';kinni;maksma;3;nom;no;3,07;nom;5,03;3,07;yes;0
356;non-literal;4,33;'puuvõra kärpimine tulema mina kinni maksma';kinni;maksma;4,07;nom;no;3,68;nosubj;0;5,67;0;0
357;non-literal;4,33;'vaid rikas spordiriik suutma kinni maksma teadusuuring';kinni;maksma;2,73;part;no;2,73;nom;4,35;3,54;no;0
358;non-literal;4,33;'inimlikum moodus olema kinni maksma suitsetamine loobuja nikotiiniplaaster';kinni;maksma;3,51;nom;no;0;nosubj;0;4,49;0;0
359;non-literal;4,33;'kunagi olema mihkel johannes kotkas ka selili panema aga mihkel maksma kinni ja kotkas saama võit';kinni;maksma;3,88;nom;yes;5,44;nosubj;0;5,92;0;0
360;non-literal;4,33;'tema pidama võru tohter praak nüüd omaenese kuudepikkune töövõimetus kinni maksma';kinni;maksma;3,29;part;no;2,2;nom;3,27;4,83;yes;0
361;non-literal;4,33;'kodanik olema nõus maksma kinni luuserkiht integreerimine ühiskond';kinni;maksma;3,13;gen;no;2,49;nom;6,75;3,74;yes;0
362;non-literal;5;'mina olema kogu aeg harjutama ise see mõte et tiit minema kinni';kinni;minema;2,7;noobj;0;0;nom;4,77;3,02;yes;0
364;non-literal;5;'kaido minema kinni seitse aasta markel viis';kinni;minema;5,39;noobj;0;0;nom;5,55;4,55;yes;0
365;non-literal;3,67;'mina ei oskama ette nägema et kõik salamüügikoht kinni minema';kinni;minema;2,31;noobj;0;0;nom;0;0;no;0
366;literal;1;'uks minema kinni ja nii mina läbi ukseklaas tema nägema suur kurb silm rong järele vaatama';kinni;minema;3,77;noobj;0;0;nom;8,47;7,59;no;0
367;non-literal;5;'pardon see eest minema sina kinni nii mis kolksuma';kinni;minema;2,98;noobj;0;0;nom;3,02;1,3;yes;0
368;literal;1;'hetk pärast minema eesriie kinni ja avanema kohe uuesti';kinni;minema;3,18;noobj;0;0;nom;8,02;4,98;no;0
369;literal;1;'kinni see enam ei minema';kinni;minema;3,05;noobj;0;0;nom;2,13;0;no;0
370;non-literal;5;'vähemalt pool tema kasvandik minema kinni kuna keskkond mõju olema niivõrd tugev';kinni;minema;3,44;noobj;0;0;nom;6,98;6,35;yes;0
371;literal;1;'silm minema klõps iga katse aeg iseenesest kinni';kinni;minema;3,85;noobj;0;0;nom;5,24;5,46;no;0
372;literal;1;'see pidama niimoodi vahe läbi tulema et pärast klamber uuesti kinni minema';kinni;minema;2,57;noobj;0;0;nom;7,71;7,71;no;0
374;non-literal;3,67;'nädalavahetus pidama kaitsepolitsei töötaja kinni rait lepalaan';kinni;pidama;5,23;gen;yes;6,24;nom;6,42;5,89;yes;0
375;non-literal;4;'kui ikka suur ja hästi toidetud loom ette jääma pidi auto kohe kinni pidama';kinni;pidama;2,94;gen;no;9,8;nosubj;0;8,25;0;0
376;non-literal;3,67;'maa ümbritsev osoonikiht pidama kinni elusolend hävitav mõjuma võiv uvc kiirgus';kinni;pidama;3,9;gen;no;0;nom;7,02;6,36;yes;0
377;non-literal;3,67;'enamasti aga jääma lisasissetulek honorar alla see mistõttu see raha kinni pidama ei saama';kinni;pidama;2,74;part;no;7,52;nosubj;0;4,9;0;0
378;non-literal;3,67;'läti majandusministeerium koostatud analüüs kohaselt pidama praegu läti kaup vene toll kinni nädal aeg';kinni;pidama;4,03;part;no;7,27;nosubj;0;4,72;0;0
379;non-literal;4;'ei julgema mina tema kinni pidama';kinni;pidama;2,61;part;yes;3,27;nom;1,91;0;yes;0
381;non-literal;3,33;'intress pealt olema summa kinni peidama';kinni;pidama;3,26;nom;no;4,01;nosubj;0;3,68;0;0
384;non-literal;3,67;'paldiski ostma valvetehnika olema sama mis ostma eesti aastaringne kasutamine kabriolettauto mis katus kinni ei käima';kinni;käima;3,55;noobj;0;0;nom;8,31;5,2;no;0
385;non-literal;3,67;'naabriproua kõrvalkorter ütlema et välisuks ei käima õieti kinni ja isegi kell jääma seisma';kinni;käima;4,11;noobj;0;0;nom;8,05;7,5;no;0
386;non-literal;3,67;'väga mugav rinnahoidja käima tagant magnet kinni ei olema vaja pusima klõps või pael kallal';kinni;käima;4,4;noobj;0;0;nom;8,77;7,45;no;0
387;non-literal;3,67;'mina olema selline auto mis ei käima uks kinni';kinni;käima;4,02;noobj;0;0;nom;8,47;9,13;no;0
388;non-literal;3,67;'tema olema pidama panema ise soe müts selline mis lõug alt pael kinni käima';kinni;käima;4,11;noobj;0;0;nom;8,76;8,01;no;0
389;non-literal;4,33;'keskus saama kokku puue inimene ja arvuti';kokku;saama;4,09;noobj;0;0;nom;7,55;5,83;yes;0
390;non-literal;4;'jaanuar saama kõik osalpool kokku tarbijakaitseamet';kokku;saama;3,04;noobj;0;0;nom;4,17;4,13;yes;0
391;non-literal;4;'kodanikualgatus kord allkiri koguv liit loodab saama kolm kuu jooksul vähemalt 10000 toetusallkiri';kokku;saama;3,58;nom;no;5,4;nom;2,88;4,76;no;0
393;non-literal;4;'kokku saama olümpiakomitee ja sportlane';kokku;saama;3,37;noobj;0;0;nom;5,76;5,76;yes;0
395;non-literal;4;'mõlema kodutee olema lennuk saama kokku 12 kilomeeter kõrgus võhma kohal';kokku;saama;4,27;noobj;0;0;nom;8,4;6,48;no;0
396;non-literal;4;'tegelikult olema niisugune inimene tohtima üldse kokku saama';kokku;saama;2,02;noobj;0;0;nom;6,18;6,18;yes;0
397;non-literal;4,33;'ja nii see roheline palju õnn kork alt kokku saama';kokku;saama;3,01;noobj;0;0;nom;1,65;4,1;no;0
398;non-literal;4,33;'naine saama raha kokku ja andma edasi sõber';kokku;saama;3,63;gen;no;7,52;nom;7,5;6,98;yes;0
399;non-literal;4;'tema looming saama õnnelikult kokku eesti graafika emotsionaalsus-lüürilisus ja elektrooniline kunst jäisus-küünilisus';kokku;saama;3,34;noobj;0;0;nom;6,98;4,73;no;0
409;non-literal;3,67;'andrus joomas ajama rahvas hoov kokku ja siis saatma üks tegelane ütlema et üritus lükkuma edasi';kokku;ajama;3,79;gen;yes;6,55;nom;5,45;5,64;yes;0
410;non-literal;4,67;'gruusia rikas olema oma raha kokku ajama enamasti naaberriik türgi gruusia defitsiitne kaup vedama';kokku;ajama;3,52;gen;no;7,52;nom;1,45;5,06;yes;0
411;non-literal;4,33;'kes võtma see tavaline lektüür vaatama et mis jama olema kokku ajama';kokku;ajama;2,37;nom;no;2,79;nosubj;0;3,89;no;0
412;non-literal;4,67;'võõras saladus võima hõlpsasti varandus kokku ajama';kokku;ajama;2,73;gen;no;5,36;nosubj;0;3,57;0;0
413;non-literal;3,67;'joonistus autor olema gertrude thompson elav modell ajama kokku isand carroll ise';kokku;ajama;5,18;nom;yes;7,66;nom;6,33;6,99;yes;0
414;non-literal;3,67;'kõigepealt tulema meenutama suve mil fotograaf viktor koshkin ajama üks buss kokku trobikond eesti radikaalne rockbänd';kokku;ajama;4,41;gen;yes;7,42;nom;6,77;6,12;yes;0
415;non-literal;5;'ajama juhe kokku kui see küsimus kümme kaupa päev mailbox potsatama';kokku;ajama;4,24;gen;no;8,24;nosubj;0;5,02;0;0
416;non-literal;4,67;'halvatud ja isehakanud ühiskonnaheidik olema flynt kokku ajama hiigelvarandus';kokku;ajama;3,01;gen;no;2,44;nom;4,58;3,04;yes;0
417;non-literal;3;'tundma kuidas liiges minema ragisema paika ja luu hakkama kokku kasvama';kokku;kasvama;3,88;noobj;0;0;nom;8,27;7,57;no;0
420;non-literal;3;'värske haav klikkima kasvama see kui imevägi kokku ning armistuma';kokku;kasvama;3,97;noobj;0;0;nom;8,49;6,45;no;0
422;non-literal;4;'ehk jõudma ka ära ootama kui eesti ja soome kasvama suur-sooome kokku';kokku;kasvama;2,63;noobj;0;0;nom;4,01;4,01;no;0
424;non-literal;4;'erinev mobiilside standard kasvama kokku universaalne 3g standard';kokku;kasvama;3,53;noobj;0;0;nom;3,52;5,73;no;0
425;literal;1,33;'oma käekell monteerima mati kokku mitu kell';kokku;monteerima;5;gen;no;8,94;nom;6,29;7,64;yes;0
426;literal;1,33;'hommikuvõimlemine monteerima kokku üks stuudio köögisaade';kokku;monteerima;5,42;nom;no;5,53;nosubj;0;6,33;yes;0
427;literal;1,33;'see monteerima maja kokku väga lühike aeg';kokku;monteerima;3,85;nom;no;2,13;nosubj;0;6,14;0;0
428;literal;1,33;'mina hämmastama kui kiiresti sina monteerima kokku kaubamaja-stseen mis võte mina ise pealt nägema';kokku;monteerima;2,38;part;no;6,3;nom;3,02;4,85;yes;0
430;literal;1,33;'laps müüma lego mis saama kokku monteerima fašistlik koonduslaager';kokku;monteerima;3,66;gen;no;5,1;nosubj;0;6,36;0;0
431;literal;1,33;'nüüd olema erinev filmisaade enam põhjus eeter paiskama reklaamuudis see kohta kuidas virtuaalne reaalsus ja elev näitleja kokku olema monteerima';kokku;monteerima;2,74;nom;no;4,25;nosubj;0;4,4;0;0
432;literal;1,67;'postiülem monteerima kummitäht kokku kaherealine tempel eesti post';kokku;monteerima;5,34;gen;no;8,34;nom;6,31;6,21;yes;0
433;non-literal;3;'kevadel helistama tema etvst ning paluti rääkida olukord eesti ning vabamüürlus ning hiljem monteerima see tellimustöö mõnitav ja pahatahtlik mood kokku';kokku;monteerima;2,99;nom;no;2,13;nosubj;0;3,6;0;0
434;non-literal;4,33;'kokku olema kuhjama klubimood narkootikum sekskoomiks ja muud nooruslik ning see kõik ühepajatoit kujundama';kokku;kuhjama;3,37;nom;no;7,27;nosubj;0;6,65;0;0
435;literal;2;'tuisk kuhjama paiguti kokku kuni pool meeter kõrgune hang';kokku;kuhjama;5,54;part;no;8,25;nom;7,21;7,75;no;0
436;non-literal;5;'kokku kuhjama dollarihunnik jagama korraldaja näputäis kumbki poksija ülejäänu kühveldama lumelabidas oma tasku';kokku;kuhjama;5,2;noobj;0;0;nosubj;0;7,13;0;0
437;non-literal;3,33;'olema mingi mõte kollektsioneerima motohiir või barbie või kuhjama kokku mingi muu samatüübiline lelu';kokku;kuhjama;3,77;gen;no;8,15;nosubj;0;5,41;yes;0
438;non-literal;3,33;'kuhjama wuolijoe kohta palju materjal kokku';kokku;kuhjama;4,13;part;no;6,78;nom;1,91;6,12;yes;0
439;non-literal;3,33;'ja kui see õudus kokku kuhjama selguma et prodigy see vast olema miski kuratlik';kokku;kuhjama;2,42;nom;no;1,85;nosubj;0;4,54;0;0
440;non-literal;3,33;'huntington ei esinema teadlane vaid advokaat kuhjama kokku hulga mõjuv materjal';kokku;kuhjama;3,75;part;no;6,78;nosubj;0;5,92;0;0
441;non-literal;4;'kui eestlane kirjutama siis ei tavatsema tema oma tekst nii palju nähtav viga kokku kuhjama nagu kender';kokku;kuhjama;2,89;part;no;1,33;nom;3,27;4,87;yes;0
442;non-literal;3,67;'hetkemõnu lõppema tülgastus olema pahane iseenese ja oma kokku kuhjama kraam peale';kokku;kuhjama;2,43;noobj;0;0;nosubj;0;3,24;0;0
443;non-literal;3,67;'paraku domineerima valik tegemine kvantitatiivne läbilõige printsiip või olema kõik kamal kokku kuhjama';kokku;kuhjama;2,59;part;no;3,09;nosubj;0;2,43;0;0
445;non-literal;4,33;'käima ühendriik õppima sättima lõhmus tänavu kokku oma investeerimispank lhv';kokku;kuhjama;4,11;gen;no;6,51;nom;6,88;6,17;yes;0
446;non-literal;4;'tema võima muretult oma vaitsuskabinet kokku sättima';kokku;sättima;2,26;part;no;3,07;nom;3,27;3,07;yes;0
